description,description_en,transaction_type,amount_range,tax_rate,debit_account_code,credit_account_code,debit_account_type,credit_account_type,confidence,source
"Roto carpentry saw blade wood 12""","Roto carpentry saw blade wood 12""",invoice,small,15.0,104041,201002,,,0.95,real_odoo
Self drilling screw bugle head black ( BOX ) Self drilling screw bugle head black,Self drilling screw bugle head black ( BOX ) Self drilling screw bugle head black,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Self drilling screw bugle head black ( BOX ) Self drilling screw bugle head black,Self drilling screw bugle head black ( BOX ) Self drilling screw bugle head black,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Belden 9575 F.alarm Cable 2c*16 AWG,Belden 9575 F.alarm Cable 2c*16 AWG,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
Belden 9575 F.alarm Cable 2c*16 AWG,Belden 9575 F.alarm Cable 2c*16 AWG,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
فلكسي جارد 8.28  لتر,فلكسي جارد 8.28  لتر,invoice,medium,15.0,410008,201002,,,0.95,real_odoo
فلكسي جارد 8.28  لتر,فلكسي جارد 8.28  لتر,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
PVC electrical pipe 20MM Black,PVC electrical pipe 20MM Black,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
PVC electrical pipe 20MM Black,PVC electrical pipe 20MM Black,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
silicon white france,silicon white france,invoice,small,15.0,410007,201002,,,0.95,real_odoo
silicon white france,silicon white france,invoice,small,15.0,104041,201002,,,0.95,real_odoo
راس دريل اسود 1/1/2,راس دريل اسود 1/1/2,invoice,small,15.0,410004,201002,,,0.95,real_odoo
راس دريل اسود 1/1/2,راس دريل اسود 1/1/2,invoice,small,15.0,104041,201002,,,0.95,real_odoo
sanably Pastries Large Plate,sanably Pastries Large Plate,invoice,small,15.0,400012,201002,,,0.95,real_odoo
sanably Pastries Large Plate,sanably Pastries Large Plate,invoice,small,15.0,104041,201002,,,0.95,real_odoo
نوفا مياه زجاج 250  مل,نوفا مياه زجاج 250  مل,invoice,small,15.0,400012,201002,,,0.95,real_odoo
نوفا مياه زجاج 250  مل,نوفا مياه زجاج 250  مل,invoice,small,15.0,104041,201002,,,0.95,real_odoo
مشروب عصير البرتقال 250  مل,مشروب عصير البرتقال 250  مل,invoice,small,15.0,400012,201002,,,0.95,real_odoo
مشروب عصير البرتقال 250  مل,مشروب عصير البرتقال 250  مل,invoice,small,15.0,104041,201002,,,0.95,real_odoo
بريما مسطرة 30  سم,بريما مسطرة 30  سم,invoice,small,15.0,400012,201002,,,0.95,real_odoo
بريما مسطرة 30  سم,بريما مسطرة 30  سم,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Medium Car Out And In,Medium Car Out And In,invoice,small,15.0,400041,201002,,,0.95,real_odoo
Medium Car Out And In,Medium Car Out And In,invoice,small,15.0,104041,201002,,,0.95,real_odoo
تغليف ارضيات,تغليف ارضيات,invoice,small,15.0,400041,201002,,,0.95,real_odoo
تغليف ارضيات,تغليف ارضيات,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Small Car Wash,Small Car Wash,invoice,small,15.0,106004,201002,,,0.95,real_odoo
Small Car Wash,Small Car Wash,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Arax Air Freshnar,Arax Air Freshnar,invoice,small,15.0,400012,201002,,,0.95,real_odoo
Arax Air Freshnar,Arax Air Freshnar,invoice,small,15.0,104041,201002,,,0.95,real_odoo
وان تاتش منظف مرحاض,وان تاتش منظف مرحاض,invoice,small,15.0,400044,201002,,,0.95,real_odoo
وان تاتش منظف مرحاض,وان تاتش منظف مرحاض,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Dark Turkish loose,Dark Turkish loose,invoice,small,15.0,400012,201002,,,0.95,real_odoo
Dark Turkish loose,Dark Turkish loose,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Nova water 200ML ( BOX ) Nova water 200ML,Nova water 200ML ( BOX ) Nova water 200ML,invoice,small,15.0,400012,201002,,,0.95,real_odoo
Nova water 200ML ( BOX ) Nova water 200ML,Nova water 200ML ( BOX ) Nova water 200ML,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Petrol 91
For Paint","Petrol 91
For Paint",invoice,small,15.0,410008,201002,,,0.95,real_odoo
"Petrol 91
For Paint","Petrol 91
For Paint",invoice,small,15.0,104041,201002,,,0.95,real_odoo
XEFO VIAL,XEFO VIAL,invoice,small,15.0,410014,201002,,,0.95,real_odoo
XEFO VIAL,XEFO VIAL,invoice,small,15.0,104041,201002,,,0.95,real_odoo
مضخة مياه الشرب,مضخة مياه الشرب,invoice,small,15.0,400026,201002,,,0.95,real_odoo
مضخة مياه الشرب,مضخة مياه الشرب,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Maintenance,Maintenance,invoice,small,0.0,400034,201002,,,0.95,real_odoo
Steel Box 7*14,Steel Box 7*14,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
Steel Box 7*14,Steel Box 7*14,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
ROTO T.C.T Hole Saw Steel 32MM,ROTO T.C.T Hole Saw Steel 32MM,invoice,medium,15.0,410004,201002,,,0.95,real_odoo
ROTO T.C.T Hole Saw Steel 32MM,ROTO T.C.T Hole Saw Steel 32MM,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
طبلون 30  خط 100  امبير ريسان الجديد,طبلون 30  خط 100  امبير ريسان الجديد,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
طبلون 30  خط 100  امبير ريسان الجديد,طبلون 30  خط 100  امبير ريسان الجديد,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Al-Khayat REG.,Al-Khayat REG.,invoice,large,15.0,410015,201002,,,0.95,real_odoo
Al-Khayat REG.,Al-Khayat REG.,invoice,large,15.0,104041,201002,,,0.95,real_odoo
"Mini Paint Roller 4"" ( BOX )","Mini Paint Roller 4"" ( BOX )",invoice,small,15.0,410008,201002,,,0.95,real_odoo
"Mini Paint Roller 4"" ( BOX )","Mini Paint Roller 4"" ( BOX )",invoice,small,15.0,104041,201002,,,0.95,real_odoo
كوع سن,كوع سن,invoice,small,0.0,410007,201002,,,0.95,real_odoo
Shell Hilux 5W40,Shell Hilux 5W40,invoice,small,15.0,400041,201002,,,0.95,real_odoo
Shell Hilux 5W40,Shell Hilux 5W40,invoice,small,15.0,104041,201002,,,0.95,real_odoo
فرشة انجليزي 1  انش,فرشة انجليزي 1  انش,invoice,small,15.0,410008,201002,,,0.95,real_odoo
فرشة انجليزي 1  انش,فرشة انجليزي 1  انش,invoice,small,15.0,104041,201002,,,0.95,real_odoo
سنفره حديد 100  مل كاب ناعم 14,سنفره حديد 100  مل كاب ناعم 14,invoice,small,15.0,410004,201002,,,0.95,real_odoo
سنفره حديد 100  مل كاب ناعم 14,سنفره حديد 100  مل كاب ناعم 14,invoice,small,15.0,104041,201002,,,0.95,real_odoo
زيت فرامل امريكي 21,زيت فرامل امريكي 21,invoice,small,15.0,400041,201002,,,0.95,real_odoo
زيت فرامل امريكي 21,زيت فرامل امريكي 21,invoice,small,15.0,104041,201002,,,0.95,real_odoo
3M UY connector ( box100 PCS ) 3M UY connector 100 PCS,3M UY connector ( box100 PCS ) 3M UY connector 100 PCS,invoice,small,15.0,400027,201002,,,0.95,real_odoo
3M UY connector ( box100 PCS ) 3M UY connector 100 PCS,3M UY connector ( box100 PCS ) 3M UY connector 100 PCS,invoice,small,15.0,104041,201002,,,0.95,real_odoo
جالون بويه اصفر كروم لماع ناري,جالون بويه اصفر كروم لماع ناري,invoice,small,15.0,410008,201002,,,0.95,real_odoo
جالون بويه اصفر كروم لماع ناري,جالون بويه اصفر كروم لماع ناري,invoice,small,15.0,104041,201002,,,0.95,real_odoo
زيت بترومين تبريد معادن جالون,زيت بترومين تبريد معادن جالون,invoice,small,15.0,410004,201002,,,0.95,real_odoo
زيت بترومين تبريد معادن جالون,زيت بترومين تبريد معادن جالون,invoice,small,15.0,104041,201002,,,0.95,real_odoo
معجون بوتي بودرة,معجون بوتي بودرة,invoice,small,15.0,410008,201002,,,0.95,real_odoo
"Oskada wall scraper 10""","Oskada wall scraper 10""",invoice,medium,15.0,410004,201002,,,0.95,real_odoo
"Oskada wall scraper 10""","Oskada wall scraper 10""",invoice,medium,15.0,104041,201002,,,0.95,real_odoo
"one side pipe clamp 1/2""","one side pipe clamp 1/2""",invoice,small,15.0,410007,201002,,,0.95,real_odoo
"one side pipe clamp 1/2""","one side pipe clamp 1/2""",invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Handguarded point 12""","Handguarded point 12""",invoice,small,15.0,410004,201002,,,0.95,real_odoo
"Handguarded point 12""","Handguarded point 12""",invoice,small,15.0,104041,201002,,,0.95,real_odoo
WC connector ZDC114A,WC connector ZDC114A,invoice,small,15.0,410007,201002,,,0.95,real_odoo
WC connector ZDC114A,WC connector ZDC114A,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Shill hilex 10W30,Shill hilex 10W30,invoice,small,15.0,400041,201002,,,0.95,real_odoo
Shill hilex 10W30,Shill hilex 10W30,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Foam eurofix 750ML,Foam eurofix 750ML,invoice,medium,15.0,410006,201002,,,0.95,real_odoo
Foam eurofix 750ML,Foam eurofix 750ML,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
فلتر بركنز رقم 4461492,فلتر بركنز رقم 4461492,invoice,small,15.0,400048,201002,,,0.95,real_odoo
فلتر بركنز رقم 4461492,فلتر بركنز رقم 4461492,invoice,small,15.0,104041,201002,,,0.95,real_odoo
PPR Tee 63mm * 32mm reducer,PPR Tee 63mm * 32mm reducer,invoice,small,15.0,400048,201002,,,0.95,real_odoo
PPR Tee 63mm * 32mm reducer,PPR Tee 63mm * 32mm reducer,invoice,small,15.0,104041,201002,,,0.95,real_odoo
ريشة حديد 2  مل,ريشة حديد 2  مل,invoice,small,15.0,410004,201002,,,0.95,real_odoo
ريشة حديد 2  مل,ريشة حديد 2  مل,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Tamimi Garbage Bag 001,Tamimi Garbage Bag 001,invoice,small,15.0,400044,201002,,,0.95,real_odoo
Tamimi Garbage Bag 001,Tamimi Garbage Bag 001,invoice,small,15.0,104041,201002,,,0.95,real_odoo
File Pocket A4 Transparent,File Pocket A4 Transparent,invoice,small,15.0,400033,201002,,,0.95,real_odoo
File Pocket A4 Transparent,File Pocket A4 Transparent,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Paper Copying A4 Premium 500S,Paper Copying A4 Premium 500S,invoice,small,15.0,400033,201002,,,0.95,real_odoo
Paper Copying A4 Premium 500S,Paper Copying A4 Premium 500S,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Up Toner BR TN273 BLK,Up Toner BR TN273 BLK,invoice,small,15.0,410051,201002,,,0.95,real_odoo
Up Toner BR TN273 BLK,Up Toner BR TN273 BLK,invoice,small,15.0,104041,201002,,,0.95,real_odoo
DS-2CD1183G2-IUF  IP CAMERA HIK,DS-2CD1183G2-IUF  IP CAMERA HIK,invoice,small,15.0,106010,201002,,,0.95,real_odoo
DS-2CD1183G2-IUF  IP CAMERA HIK,DS-2CD1183G2-IUF  IP CAMERA HIK,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Water Pump,Water Pump,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Water Pump,Water Pump,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Laundering,Laundering,invoice,small,15.0,400026,201002,,,0.95,real_odoo
Laundering,Laundering,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Glass
Glass for office 701","Glass
Glass for office 701",invoice,large,0.0,106010,201002,,,0.95,real_odoo
HAND 1 VEW,HAND 1 VEW,invoice,small,15.0,410014,201002,,,0.95,real_odoo
HAND 1 VEW,HAND 1 VEW,invoice,small,15.0,104041,201002,,,0.95,real_odoo
service,service,invoice,small,15.0,104041,201002,,,0.95,real_odoo
TEA,TEA,invoice,small,15.0,400012,201002,,,0.95,real_odoo
TEA,TEA,invoice,small,15.0,104041,201002,,,0.95,real_odoo
ENVELOPE,ENVELOPE,invoice,small,15.0,400033,201002,,,0.95,real_odoo
ENVELOPE,ENVELOPE,invoice,small,15.0,104041,201002,,,0.95,real_odoo
PAD STAMP,PAD STAMP,invoice,small,15.0,400033,201002,,,0.95,real_odoo
PAD STAMP,PAD STAMP,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Small Car Wash,Small Car Wash,invoice,small,15.0,400041,201002,,,0.95,real_odoo
"Staff Expenses
Water","Staff Expenses
Water",invoice,small,15.0,400026,201002,,,0.95,real_odoo
"Staff Expenses
Water","Staff Expenses
Water",invoice,small,15.0,104041,201002,,,0.95,real_odoo
"office expences
Tea + Water","office expences
Tea + Water",invoice,small,15.0,400012,201002,,,0.95,real_odoo
"office expences
Tea + Water","office expences
Tea + Water",invoice,small,15.0,104041,201002,,,0.95,real_odoo
"office expences
Engineers  Meating","office expences
Engineers  Meating",invoice,small,15.0,400012,201002,,,0.95,real_odoo
"office expences
Engineers  Meating","office expences
Engineers  Meating",invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Mojanat special - سميد سوارية
Meating","Mojanat special - سميد سوارية
Meating",invoice,small,15.0,400012,201002,,,0.95,real_odoo
"Mojanat special - سميد سوارية
Meating","Mojanat special - سميد سوارية
Meating",invoice,small,15.0,104041,201002,,,0.95,real_odoo
Staff Expenses,Staff Expenses,invoice,small,0.0,410014,201002,,,0.95,real_odoo
"Fees
معاملات منصة التبليغ العدلي 1 خدمة المطالبات المالية - بالنيابة عن منشأة","Fees
معاملات منصة التبليغ العدلي 1 خدمة المطالبات المالية - بالنيابة عن منشأة",invoice,small,15.0,400046,201002,,,0.95,real_odoo
"Fees
معاملات منصة التبليغ العدلي 1 خدمة المطالبات المالية - بالنيابة عن منشأة","Fees
معاملات منصة التبليغ العدلي 1 خدمة المطالبات المالية - بالنيابة عن منشأة",invoice,small,15.0,104041,201002,,,0.95,real_odoo
"زنك فوسفات برايمر 3.65  لتر
Dark Gray","زنك فوسفات برايمر 3.65  لتر
Dark Gray",invoice,small,0.0,410008,201002,,,0.95,real_odoo
"Angle Valve Brass 1/2""*3/4"" Blue Handle","Angle Valve Brass 1/2""*3/4"" Blue Handle",invoice,small,0.0,410007,201002,,,0.95,real_odoo
JB box 4 way 20MM Black plastic,JB box 4 way 20MM Black plastic,invoice,small,0.0,410004,201002,,,0.95,real_odoo
"Ticket
DEON TKT","Ticket
DEON TKT",invoice,medium,0.0,400006,201002,,,0.95,real_odoo
مرايا جانبية يسار,مرايا جانبية يسار,invoice,small,0.0,400041,201002,,,0.95,real_odoo
"Tickets
Mostafa Reyad","Tickets
Mostafa Reyad",invoice,medium,0.0,400024,201002,,,0.95,real_odoo
SAND,SAND,invoice,small,0.0,410015,201002,,,0.95,real_odoo
"car maintenance
Gear Shift Lever Repair","car maintenance
Gear Shift Lever Repair",invoice,medium,0.0,400041,201002,,,0.95,real_odoo
شاكوش قلاع كروم تايوان,شاكوش قلاع كروم تايوان,invoice,small,0.0,400041,201002,,,0.95,real_odoo
Adapter Mercedes truck,Adapter Mercedes truck,invoice,small,0.0,400041,201002,,,0.95,real_odoo
Grease cup 16 TON,Grease cup 16 TON,invoice,small,0.0,400041,201002,,,0.95,real_odoo
علبة فيوزات صغير,علبة فيوزات صغير,invoice,small,0.0,400041,201002,,,0.95,real_odoo
بطارية 80  امبير فيتنام,بطارية 80  امبير فيتنام,invoice,small,0.0,400041,201002,,,0.95,real_odoo
Mobil Delvac 1400 - 15W40,Mobil Delvac 1400 - 15W40,invoice,small,0.0,400041,201002,,,0.95,real_odoo
Lock ASSY - Fuel Filter LID,Lock ASSY - Fuel Filter LID,invoice,small,0.0,400041,201002,,,0.95,real_odoo
كتاوت مكيف 5  خط ياباني,كتاوت مكيف 5  خط ياباني,invoice,small,0.0,400041,201002,,,0.95,real_odoo
Lock Yale 40mm ITALY,Lock Yale 40mm ITALY,invoice,small,0.0,400041,201002,,,0.95,real_odoo
مسمار اسود سن كامل 5*10  مل,مسمار اسود سن كامل 5*10  مل,invoice,small,0.0,400041,201002,,,0.95,real_odoo
مسمار كفر تيدر جهتين سن ناعم,مسمار كفر تيدر جهتين سن ناعم,invoice,small,0.0,400041,201002,,,0.95,real_odoo
car maintenance,car maintenance,invoice,small,0.0,400041,201002,,,0.95,real_odoo
PPR Concealed Valve 32MM,PPR Concealed Valve 32MM,invoice,small,15.0,410007,201002,,,0.95,real_odoo
PPR Concealed Valve 32MM,PPR Concealed Valve 32MM,invoice,small,15.0,104041,201002,,,0.95,real_odoo
اكس نبل 1/2  كروم,اكس نبل 1/2  كروم,invoice,small,0.0,400027,201002,,,0.95,real_odoo
Stardio USB Keyboard,Stardio USB Keyboard,invoice,small,15.0,400027,201002,,,0.95,real_odoo
Stardio USB Keyboard,Stardio USB Keyboard,invoice,small,15.0,104041,201002,,,0.95,real_odoo
CCTV Power adapter 12V 2A,CCTV Power adapter 12V 2A,invoice,small,15.0,400027,201002,,,0.95,real_odoo
CCTV Power adapter 12V 2A,CCTV Power adapter 12V 2A,invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Maintenance
Forklift","Maintenance
Forklift",invoice,medium,15.0,400048,201002,,,0.95,real_odoo
"Maintenance
Forklift","Maintenance
Forklift",invoice,medium,15.0,104041,201002,,,0.95,real_odoo
"Tools
Isolation","Tools
Isolation",invoice,medium,15.0,410015,201002,,,0.95,real_odoo
"Tools
Isolation","Tools
Isolation",invoice,medium,15.0,104041,201002,,,0.95,real_odoo
"Tools
Screw and Tiles","Tools
Screw and Tiles",invoice,small,15.0,410004,201002,,,0.95,real_odoo
"Tools
Screw and Tiles","Tools
Screw and Tiles",invoice,small,15.0,104041,201002,,,0.95,real_odoo
"Tools
Isolation Materials","Tools
Isolation Materials",invoice,medium,15.0,410015,201002,,,0.95,real_odoo
"Tools
Isolation Materials","Tools
Isolation Materials",invoice,medium,15.0,104041,201002,,,0.95,real_odoo
GYPSUM BOARD NATIONAL M.R,GYPSUM BOARD NATIONAL M.R,invoice,large,15.0,410015,201002,,,0.95,real_odoo
GYPSUM BOARD NATIONAL M.R,GYPSUM BOARD NATIONAL M.R,invoice,large,15.0,104041,201002,,,0.95,real_odoo
Sika Grout 214 SA 25KG,Sika Grout 214 SA 25KG,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Sika Grout 214 SA 25KG,Sika Grout 214 SA 25KG,invoice,small,15.0,104041,201002,,,0.95,real_odoo
فواصل بلاط 1*2  الى 3مل,فواصل بلاط 1*2  الى 3مل,invoice,small,15.0,410004,201002,,,0.95,real_odoo
فواصل بلاط 1*2  الى 3مل,فواصل بلاط 1*2  الى 3مل,invoice,small,15.0,104041,201002,,,0.95,real_odoo
PVC Exushat fan size 30*30,PVC Exushat fan size 30*30,invoice,medium,15.0,410007,201002,,,0.95,real_odoo
PVC Exushat fan size 30*30,PVC Exushat fan size 30*30,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
مسمار دريل ابيض 8 / 3-4 ( باكت ) مسمار دريل ابيض 8 / 3-4,مسمار دريل ابيض 8 / 3-4 ( باكت ) مسمار دريل ابيض 8 / 3-4,invoice,small,15.0,410004,201002,,,0.95,real_odoo
مسمار دريل ابيض 8 / 3-4 ( باكت ) مسمار دريل ابيض 8 / 3-4,مسمار دريل ابيض 8 / 3-4 ( باكت ) مسمار دريل ابيض 8 / 3-4,invoice,small,15.0,410015,201002,,,0.95,real_odoo
مسمار دريل ابيض 8 / 3-4 ( باكت ) مسمار دريل ابيض 8 / 3-4,مسمار دريل ابيض 8 / 3-4 ( باكت ) مسمار دريل ابيض 8 / 3-4,invoice,small,15.0,104041,201002,,,0.95,real_odoo
PPR Pipe 25MM,PPR Pipe 25MM,invoice,small,15.0,410007,201002,,,0.95,real_odoo
PPR Pipe 25MM,PPR Pipe 25MM,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Plastic bag,Plastic bag,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Plastic bag,Plastic bag,invoice,small,15.0,104041,201002,,,0.95,real_odoo
0.600kg ايبوكسي كراك فيلر  ESP هاردنر,0.600kg ايبوكسي كراك فيلر  ESP هاردنر,invoice,medium,15.0,410008,201002,,,0.95,real_odoo
0.600kg ايبوكسي كراك فيلر  ESP هاردنر,0.600kg ايبوكسي كراك فيلر  ESP هاردنر,invoice,medium,15.0,104041,201002,,,0.95,real_odoo
Steel cutting Disc Prema - Flex 4.5,Steel cutting Disc Prema - Flex 4.5,invoice,small,15.0,410004,201002,,,0.95,real_odoo
Steel cutting Disc Prema - Flex 4.5,Steel cutting Disc Prema - Flex 4.5,invoice,small,15.0,104041,201002,,,0.95,real_odoo
Maintenance,Maintenance,invoice,small,0.0,400048,201002,,,0.95,real_odoo
staple 26/6,staple 26/6,invoice,small,15.0,400033,201002,,,0.95,real_odoo
staple 26/6,staple 26/6,invoice,small,15.0,104041,201002,,,0.95,real_odoo
NOVA MINERAL WATER 001,NOVA MINERAL WATER 001,invoice,small,15.0,106007,201002,,,0.95,real_odoo
